ID	Area	Title	Description
3591	area-System.IO	Perf: Directory.GetCurrentDirectory 20% slower on Linux	"Low priority, could use more investigation:  Perf test:  ``` [Benchmark] public void GetCurrentDirectory() {     foreach (var iteration in Benchmark.Iterations)         using (iteration.StartMeasurement())             for (int i = 0; i < 20000; i++)             {                 Directory.GetCurrentDirectory(); Directory.GetCurrentDirectory(); Directory.GetCurrentDirectory();                 Directory.GetCurrentDirectory(); Directory.GetCurrentDirectory(); Directory.GetCurrentDirectory();                 Directory.GetCurrentDirectory(); Directory.GetCurrentDirectory(); Directory.GetCurrentDirectory();             } } ```  Linux results:  ```         <performance runid=""System.IO.Tests.Perf_Directory.GetCurrentDirectory-Linux"" etl=""/home/ianha/uptonogood/results/System.IO.Tests.Perf_Directory.GetCurrentDirectory-Linux.csv"">           <metrics>             <Duration displayName=""Duration"" unit=""msec"" />           </metrics>           <iterations>             <iteration index=""0"" Duration=""103.84450000524521"" />             <iteration index=""1"" Duration=""97.6540000140667"" />             <iteration index=""2"" Duration=""96.985799998044968"" />             <iteration index=""3"" Duration=""96.2514999806881"" />             <iteration index=""4"" Duration=""128.87479999661446"" />             <iteration index=""5"" Duration=""100.46989998221397"" />             <iteration index=""6"" Duration=""96.479699999094009"" />             <iteration index=""7"" Duration=""95.933699995279312"" />             <iteration index=""8"" Duration=""132.23479998111725"" />             <iteration index=""9"" Duration=""97.338800013065338"" />             <iteration index=""10"" Duration=""97.930900007486343"" />           </iterations>         </performance> ```  Windows results:  ```         <performance runid=""System.IO.Tests.Perf_Directory.GetCurrentDirectory-WindowsCore"" etl=""D:\git\corefx\bin\tests\Windows_NT.AnyCPU.Release\system.io.filesystem.tests\dnxcore50\System.IO.Tests.Perf_Directory.GetCurrentDirectory-WindowsCore.etl"">           <metrics>             <Duration displayName=""Duration"" unit=""msec"" />           </metrics>           <iterations>             <iteration index=""0"" Duration=""80.9100729608191"" />             <iteration index=""1"" Duration=""80.413422783584565"" />             <iteration index=""2"" Duration=""76.173364554059845"" />             <iteration index=""3"" Duration=""76.050199871760469"" />             <iteration index=""4"" Duration=""77.9720821018052"" />             <iteration index=""5"" Duration=""76.156828555047241"" />             <iteration index=""6"" Duration=""78.038226097854931"" />             <iteration index=""7"" Duration=""78.89553211561838"" />             <iteration index=""8"" Duration=""78.098953128710718"" />             <iteration index=""9"" Duration=""78.02054968511743"" />             <iteration index=""10"" Duration=""77.128175945310431"" />             <iteration index=""11"" Duration=""78.455902624633609"" />             <iteration index=""12"" Duration=""78.134876161048169"" />             <iteration index=""13"" Duration=""76.538867152920147"" />           </iterations>         </performance> ``` "
3592	area-System.Linq	System.Linq.Parallel test hanging in Linux CI	The CTT_NonSorting_AsynchronousMergerEnumeratorDispose seems to hang sometime in CI with a callstack that looks like this:  ``` System.Threading.ManualResetEventSlim.Wait() System.Threading.ManualResetEventSlim.Wait(Int32, System.Threading.CancellationToken) System.Linq.Parallel.AsynchronousChannelMergeEnumerator`1[[System.Int32, mscorlib]].MoveNext() System.Linq.Parallel.QueryOpeningEnumerator`1[[System.Int32, mscorlib]].MoveNext() System.Linq.Parallel.Tests.WithCancellationTests.CTT_NonSorting_AsynchronousMergerEnumeratorDispose ```  Don't really have more details.  If you would like, next time see it in CI I can hold the machine for you. 
3598	area-System.Reflection	Make signature and attribute decoders instances	This is a new take based on the discussion on closed PR #1068.  There's also some small cleanup in the other two commits.  I'm going to merge this if it passes CI since dev/metadata is effectively a dead-end now. I'll resurface the  SignatureDecoder with these changes in a new PR to master. Having this work captured in dev/metadata will just make it easier to reconcile things after the portable PDB and SignatureDecoder are merged to master. That will leave only CustomAttributeDecoder and TypeNameParser as features in dev but not master and we should cherry-pick those over to a new branch for v1.2 dev.  
3600	area-System.Net	Porting System.Net.NetworkInformation and System.Net.Utilities	Will squash commits and change the author prior to commit. Note to reviewers: `Initial file port` represents the action of copying files from the dev-branch. It's probably simpler to leave comments on individual commit steps.  @mellinoe @davidsh @pgavlin @stephentoub PTAL /cc @vijaykota @SidharthNabar @sokket (heads-up as this might be breaking #3471) 
3601	area-System.Reflection	Merge master -> dev/metadata	No conflicts 
3607	area-System.Linq	QueryEnumerable only accepts expression features prior to Framework version 4.0	"Any expression type introduced after 3.5 will fail with an `ArgumentException`:  ``` C# [Fact] public void Block() {     Expression block = Expression.Block(         Expression.Empty(),         Expression.Constant(Enumerable.Range(0, 2).AsQueryable())         );     IQueryable<int> q = _prov.CreateQuery<int>(block);     Assert.Equal(Enumerable.Range(0, 2), q); // ""Unhandled Expression Type: Block"" } ```  Expressions that existed with 3.5, but using features from 4.0 will also fail with an `ArgumentException`:  ``` C# [Fact] public void ExplicitlyTypedConditional() {     Expression call = Expression.Call(         typeof(Queryable),         ""OfType"",         new[] { typeof(long) },         Expression.Condition(             Expression.Constant(true),             Expression.Constant(new long?[] { 2, 3, null, 1 }.AsQueryable()),             Expression.Constant(Enumerable.Range(0, 3).AsQueryable().Select(i => (long)i)),             typeof(IQueryable)             )         );     IQueryable<long> q = _prov.CreateQuery<long>(call);     Assert.Equal(new long[] { 2, 3, 1 }, q); // ""Argument types do not match"" } ``` "
3609	area-System.Net	GSS-API bindings	Are there any plans to implement GSS-API bindings? So that services running on linux could do domain authentication.  
3610	area-System.Net	SendToRecvFromAsync_Single_Datagram_UDP_IPv6 failed in CI on Windows	http://dotnet-ci.cloudapp.net/job/dotnet_corefx_outerloop_windows_debug/721/console  ``` Discovering: System.Net.Sockets.Tests   Discovered:  System.Net.Sockets.Tests   Starting:    System.Net.Sockets.Tests      System.Net.Sockets.Tests.SendReceive.SendToRecvFromAsync_Single_Datagram_UDP_IPv6 [FAIL]         Assert.Equal() Failure         Expected: 0         Actual:   2037238909         Stack Trace:            d:\j\workspace\dotnet_corefx_outerloop_windows_debug\src\System.Net.Sockets\tests\FunctionalTests\SendReceive.cs(124,0): at System.Net.Sockets.Tests.SendReceive.SendToRecvFromAsync_Datagram_UDP(IPAddress leftAddress, IPAddress rightAddress)            d:\j\workspace\dotnet_corefx_outerloop_windows_debug\src\System.Net.Sockets\tests\FunctionalTests\SendReceive.cs(315,0): at System.Net.Sockets.Tests.SendReceive.SendToRecvFromAsync_Single_Datagram_UDP_IPv6()   Finished:    System.Net.Sockets.Tests    === TEST EXECUTION SUMMARY ===      System.Net.Sockets.Tests  Total: 6, Errors: 0, Failed: 1, Skipped: 0, Time: 2.399s ```  cc: @davidsh, @cipop, @pgavlin  
3611	area-System.Net	Disable SendToRecvFromAsync_Single_Datagram_UDP_IPv6 test	cc: @davidsh, @cipop, @pgavlin  #3610 
3614	area-System.Reflection	Merge master to dev/metadata	No literal conflict, but had to add bf192c7 to make buildtools happy. 
3616	area-System.Globalization	Fix Serbian date formats	"In the following cultures   sr-Cyrl-XK sr-Latn-ME sr-Latn-RS sr-Latn-XK  it has wrong date pattern as ""d. M. yyyy."". the CLDR don't include spaces. the problem with that is parser get confused between the date and the time separator and fail parse these dates.  these cultures has time pattern as hh.mm.ss. so we'll have date separator as "". "" and time separator as ""."".   The fix is we need to remove the spaces in the date pattern to allow the parser detect such special cases and work. if we cannot fix the format then we'll need to work around this in the parser but this comes with the regression risk. "
3617	area-System.Net	Fix a bug in the Socket constructor.	Only the Windows constuctor was throwing the appropriate exceptions due to misplacement of the `throw` behind the PAL. The `throw` has been moved into the platform-independent code and tests have been added. 
3620	area-System.Data	Add Return Value for SendControlPacket in SNIMarsHandle	
3621	area-System.Data	Add SetBufferSize Methods To All SNIHandle Classes	
3622	area-System.Data	Add Async Overrides to SslOverTdsStream	
3623	area-Infrastructure	System.IO.Compression.Tests solution not building on Visual Studio 2015	"It does build with build.cmd, but if you open it and try to build it from the solution file with my current environment these are the errors.  ``` Restoring NuGet packages... To prevent NuGet from restoring packages during build, open the Visual Studio Options dialog, click on the Package Manager node and uncheck 'Allow NuGet to download missing packages during build.' System.Linq.Expressions 4.0.0 provides a compile-time reference assembly for System.Linq.Expressions on DNXCore,Version=v5.0, but there is no run-time assembly compatible with win7-x86. System.Console 4.0.0-beta-23401 provides a compile-time reference assembly for System.Console on DNXCore,Version=v5.0, but there is no run-time assembly compatible with win7-x86. System.ObjectModel 4.0.0 provides a compile-time reference assembly for System.ObjectModel on DNXCore,Version=v5.0, but there is no run-time assembly compatible with win7-x86. System.Runtime.InteropServices.RuntimeInformation 4.0.0-beta-23401 provides a compile-time reference assembly for System.Runtime.InteropServices.RuntimeInformation on DNXCore,Version=v5.0, but there is no run-time assembly compatible with win7-x86. System.Security.Cryptography.Algorithms 4.0.0-beta-23401 provides a compile-time reference assembly for System.Security.Cryptography.Algorithms on DNXCore,Version=v5.0, but there is no run-time assembly compatible with win7-x86. System.Text.RegularExpressions 4.0.0 provides a compile-time reference assembly for System.Text.RegularExpressions on DNXCore,Version=v5.0, but there is no run-time assembly compatible with win7-x86. Some packages are not compatible with DNXCore,Version=v5.0 (win7-x86). System.Linq.Expressions 4.0.0 provides a compile-time reference assembly for System.Linq.Expressions on DNXCore,Version=v5.0, but there is no run-time assembly compatible with win7-x64. System.Console 4.0.0-beta-23401 provides a compile-time reference assembly for System.Console on DNXCore,Version=v5.0, but there is no run-time assembly compatible with win7-x64. System.ObjectModel 4.0.0 provides a compile-time reference assembly for System.ObjectModel on DNXCore,Version=v5.0, but there is no run-time assembly compatible with win7-x64. System.Runtime.InteropServices.RuntimeInformation 4.0.0-beta-23401 provides a compile-time reference assembly for System.Runtime.InteropServices.RuntimeInformation on DNXCore,Version=v5.0, but there is no run-time assembly compatible with win7-x64. System.Security.Cryptography.Algorithms 4.0.0-beta-23401 provides a compile-time reference assembly for System.Security.Cryptography.Algorithms on DNXCore,Version=v5.0, but there is no run-time assembly compatible with win7-x64. System.Text.RegularExpressions 4.0.0 provides a compile-time reference assembly for System.Text.RegularExpressions on DNXCore,Version=v5.0, but there is no run-time assembly compatible with win7-x64. Some packages are not compatible with DNXCore,Version=v5.0 (win7-x64). NuGet package restore failed. 1>------ Build started: Project: System.IO.Compression, Configuration: Linux_Debug Any CPU ------ 1>  System.IO.Compression -> G:\CoreCLR\corefx\bin\Linux.AnyCPU.Debug\System.IO.Compression\System.IO.Compression.dll 2>------ Build started: Project: System.IO.Compression.Tests, Configuration: Debug Any CPU ------ 2>C:\Program Files (x86)\MSBuild\14.0\bin\Microsoft.Common.CurrentVersion.targets(1819,5): warning MSB3274: The primary reference ""G:\CoreCLR\corefx\packages/Microsoft.DotNet.xunit.performance\1.0.0-alpha-build0022\lib\dotnet\xunit.performance.core.dll"" could not be resolved because it was built against the "".NETPortable,Version=v5.0"" framework. This is a higher version than the currently targeted framework "".NETPortable,Version=v4.5,Profile=Profile7"". 2>C:\Program Files (x86)\MSBuild\14.0\bin\Microsoft.Common.CurrentVersion.targets(1819,5): warning MSB3275: The primary reference ""G:\CoreCLR\corefx\packages/Microsoft.DotNet.xunit.performance\1.0.0-alpha-build0022\lib\dotnet\xunit.performance.execution.dotnet.dll"" could not be resolved because it has an indirect dependency on the assembly ""xunit.performance.core, Version=1.0.0.22, Culture=neutral, PublicKeyToken=67066efe964d3b03"" which was built against the "".NETPortable,Version=v5.0"" framework. This is a higher version than the currently targeted framework "".NETPortable,Version=v4.5,Profile=Profile7"". 2>C:\Program Files (x86)\MSBuild\14.0\bin\Microsoft.Common.CurrentVersion.targets(1819,5): warning MSB3274: The primary reference ""G:\CoreCLR\corefx\packages/Microsoft.DotNet.xunit.performance\1.0.0-alpha-build0022\lib\dotnet\xunit.performance.execution.dotnet.dll"" could not be resolved because it was built against the "".NETPortable,Version=v5.0"" framework. This is a higher version than the currently targeted framework "".NETPortable,Version=v4.5,Profile=Profile7"". 2>  System.IO.Compression.Tests -> G:\CoreCLR\corefx\bin\Windows_NT.AnyCPU.Debug\System.IO.Compression.Tests\System.IO.Compression.Tests.dll ========== Build: 2 succeeded, 0 failed, 0 up-to-date, 0 skipped ========== ```  From the error message it looks like there are issues with some of the dependencies. How build.cmd manages to work is a mystery at least to me (unless it is not building the Test projects).  > dnvm list  >  > ``` > Active Version         Runtime Architecture Location                        Alias > ------ -------         ------- ------------ --------                        ----- >        1.0.0-beta7     clr     x86          C:\Users\Federico\.dnx\runtimes default >        1.0.0-beta7     coreclr x64          C:\Users\Federico\.dnx\runtimes >   *    1.0.0-rc1-15779 coreclr x64          C:\Users\Federico\.dnx\runtimes > ```  Any idea on how to solve this? "
3624	area-System.Data	Improve Managed SNI Performance With Async Delegate Caching	
3625	area-System.Net	Beta 8 blocker: IPAddress.ToString and .Parse fails on OS X with DNX	"Example program:  ``` csharp using System; using System.Net;  namespace Test {     public class Program     {         public void Main(string[] args)         {             System.Console.WriteLine(""Test!"");              IPAddress.Loopback.ToString();              // Parse also causes the process to crash             var ipAddress = IPAddress.Parse(""1.1.1.1"");             Console.WriteLine(""IP address: {0}"", ipAddress);         }     } } ```  Stack Trace:  ``` System.Net.Sockets.SocketException: Input/output error    at System.Net.IPAddressParser.IPv4AddressToString(Byte[] numbers)    at System.Net.IPAddress.ToString()    at Test.Program.Main(String[] args) --- End of stack trace from previous location where exception was thrown ---    at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()    at Microsoft.Dnx.Runtime.Common.EntryPointExecutor.Execute(Assembly assembly, String[] args, IServiceProvider serviceProvider)    at Microsoft.Dnx.ApplicationHost.Program.ExecuteMain(DefaultHost host, String applicationName, String[] args)    at Microsoft.Dnx.ApplicationHost.Program.Main(String[] args) --- End of stack trace from previous location where exception was thrown ---    at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()    at Microsoft.Dnx.Runtime.Common.EntryPointExecutor.Execute(Assembly assembly, String[] args, IServiceProvider serviceProvider)    at Microsoft.Dnx.Host.Bootstrapper.RunAsync(List`1 args, IRuntimeEnvironment env, String appBase, FrameworkName targetFramework)    at Microsoft.Dnx.Host.RuntimeBootstrapper.ExecuteAsync(String[] args, BootstrapperContext bootstrapperContext)    at Microsoft.Dnx.Host.RuntimeBootstrapper.Execute(String[] args, BootstrapperContext bootstrapperContext) ```  There is no exception or stack trace from “IPAddress.Parse(""1.1.1.1"")”. The process just crashes.  Use the latest DNX (`dnx-coreclr-darwin-x64.1.0.0-beta8-15794`) from `aspnetrelease` feed.  There's a reference issue that we're fixing that you'll need to workaround. Just copy `runtime.unix.Microsoft.Win32.Primitives/4.0.1-beta-23326/lib/dotnet/Microsoft.Win32.Primitives.dll` over to `~/.dnx/runtimes/dnx-coreclr-darwin-x64.1.0.0-beta8-15794/bin/`  cc @halter73 @Eilon @davidfowl @brennanconroy "
3629	area-System.Data	Fix the System.Net.Sockets version on SqlClient	We have changed the version of the System.Data.SqlClient to use System.Net.Sockets 4.0.10-beta-\* from 4.0.10.0  This was happening due to a runtime error while resolving 4.0.10.0 This needs to be investigated.  https://github.com/dotnet/corefx/pull/3567 
3630	area-System.IO	RenamedTests.FileSystemWatcher_Moved_NestedDirectoryRoot failed in CI	http://dotnet-ci.cloudapp.net/job/dotnet_corefx_windows_release_prtest/4559/console  ``` RenamedTests.FileSystemWatcher_Moved_NestedDirectoryRoot [FAIL]         System.UnauthorizedAccessException : Access to the path '\\?\d:\j\workspace\dotnet_corefx_windows_release_prtest\bin\tests\Windows_NT.AnyCPU.Release\System.IO.FileSystem.Watcher.Tests\dnxcore50\FileSystemWatcher_Moved_NestedDirectoryRoot\test_root' is denied.         Stack Trace:               at System.IO.Win32FileSystem.RemoveDirectoryHelper(String fullPath, Boolean recursive, Boolean throwOnTopLevelDirectoryNotFound)               at System.IO.Win32FileSystem.RemoveDirectory(String fullPath, Boolean recursive)            d:\j\workspace\dotnet_corefx_windows_release_prtest\src\System.IO.FileSystem.Watcher\tests\Utility\TemporaryTestDirectory.cs(32,0): at TemporaryTestDirectory.Dispose()            d:\j\workspace\dotnet_corefx_windows_release_prtest\src\System.IO.FileSystem.Watcher\tests\FileSystemWatcher.Renamed.cs(122,0): at RenamedTests.FileSystemWatcher_Moved_NestedDirectoryRoot() ``` 
3633	area-System.Xml	XSD Validation Support - Missing?	As I [posted earlier on StackOverflow](http://stackoverflow.com/questions/32872684/how-do-i-validate-xml-against-xsd-separate-documents-in-dnx-core-5-0-asp-net?noredirect=1#comment53665404_32872684), I am attempting to port some older code to DNX core 5.0, but it seems that XSD validation support is missing from the library. Or if I am wrong, could someone please provide a sample or point me to the correct document that shows how to validate XML against XSD (separate documents). 
3634	area-System.Drawing	Which is the System.Drawing replaement?	Hi, guys. I have a question... which way is to create images in .net core? 
3635	area-System.Net	Enable the SocketPerformance tests	``` System.Net.Sockets.Performance.Tests.SocketPerformanceAsyncTests.SocketPerformance_MultipleSocketClientAsync_LocalHostServerAsync [FAIL] 04:31:37         Test execution is expected to be shorter than 10000 but was 27753 04:31:37         Expected: True 04:31:37         Actual:   False 04:31:37         Stack Trace: 04:31:37            d:\j\workspace\dotnet_corefx_outerloop_windows_win10_debug\src\Common\tests\System.Net\Sockets\Performance\SocketPerformanceTests.cs(63,0): at System.Net.Sockets.Performance.Tests.SocketPerformanceTests.ClientServerTest(Int32 port, SocketImplementationType serverType, SocketImplementationType clientType, Int32 iterations, Int32 bufferSize, Int32 socketInstances, Int64 expectedMilliseconds) 04:31:37            d:\j\workspace\dotnet_corefx_outerloop_windows_win10_debug\src\Common\tests\System.Net\Sockets\Performance\SocketPerformanceTests.cs(77,0): at System.Net.Sockets.Performance.Tests.SocketPerformanceTests.ClientServerTest(SocketImplementationType serverType, SocketImplementationType clientType, Int32 iterations, Int32 bufferSize, Int32 socketInstances, Int64 expectedMilliseconds) 04:31:37            d:\j\workspace\dotnet_corefx_outerloop_windows_win10_debug\src\System.Net.Sockets\tests\PerformanceTests\SocketPerformanceAsyncTests.cs(60,0): at System.Net.Sockets.Performance.Tests.SocketPerformanceAsyncTests.SocketPerformance_MultipleSocketClientAsync_LocalHostServerAsync() ```  cc: @davidsh, @cipop, @pgavlin  
3636	area-System.ComponentModel	Any chance to integrate functionality from System.ComponentModel.Composition?	"A lot of `System.Composition` code has been [merged recently](https://github.com/dotnet/corefx/pull/1851), and lines up with the MEF 2 code from codeplex. Is any of the code from `System.ComponentModel.Composition` likely to be integrated? I have an old codebase that I've been refactoring and splitting out into separate components, and for some scenarios, I've had to use `System.ComponentModel.Composition` instead of the `System.Composition` package available from Nuget.  The main justification behind our switch was that the `CompositionContainer` supports `ComposeExportedValue<T>(T exportedValue)` while the `CompositionHost` doesn't. Being able to explicitly export an _existing_ object instance can be useful when the full architecture isn't adjustable. While it's not exactly the purest of approaches, in some scenarios a little flexibility goes a long way. `System.Composition` [""has been optimized for static composition scenarios and provides faster compositions""](http://mef.codeplex.com/). There are some scenarios where the alternative structure is a better fit, if less streamlined. We've also considered making this project cross-platform, which makes its presence in the OSS .NET Core desirable for us.  I bring this up because `System.ComponentModel` is [marked as ""done"" on the progress chart](https://github.com/dotnet/corefx-progress/blob/master/src-diff/README.md), but `System.ComponentModel.Composition` isn't listed at all. With the integration of `System.Composition`, I'm concerned that this is something that's not even being considered and it might end up ignored by default.  This also brings up the concern of whether merging namespaces would be feasible. Having multiple namespaces around isn't exactly ideal from a usability perspective, but changing them would be a compatibility issue. It's also possible that there's some code duplication between the two, at least as far as the attributes go. Discarding the old namespace for us is feasible - we want it for the functionality, but we're not attached to the namespace and are open to recompiling.  If I've somehow missed the introduction of equivalent functionality, please enlighten me. "
3638	area-System.Net	Fixed Renegotiate & sslV3 issue in System.Net.Security xplat. Made op…	1. Fixed xplat Renegotiate in both code path, as server & as client. 2. Fixed SSLv3 Decrypt. Now we understand Error_Want_Read & handle accordingly. 3. Various SSL method IntPtr are now being referenced once statically. 
3641	area-System.Net	UdpClientTest.BeginSend_Success failed in CI on Windows	http://dotnet-ci.cloudapp.net/job/dotnet_corefx_windows_debug_prtest/4595/console  ``` System.Net.Sockets.Tests.UdpClientTest.BeginSend_Success [FAIL]         System.Net.Sockets.SocketException : An address incompatible with the requested protocol was used         Stack Trace:            d:\j\workspace\dotnet_corefx_windows_debug_prtest\src\System.Net.Sockets\src\System\Net\Sockets\Socket.cs(3217,0): at System.Net.Sockets.Socket.DoBeginSendTo(Byte[] buffer, Int32 offset, Int32 size, SocketFlags socketFlags, EndPoint endPointSnapshot, SocketAddress socketAddress, OverlappedAsyncResult asyncResult)            d:\j\workspace\dotnet_corefx_windows_debug_prtest\src\System.Net.Sockets\src\System\Net\Sockets\Socket.cs(3162,0): at System.Net.Sockets.Socket.BeginSendTo(Byte[] buffer, Int32 offset, Int32 size, SocketFlags socketFlags, EndPoint remoteEP, AsyncCallback callback, Object state)            d:\j\workspace\dotnet_corefx_windows_debug_prtest\src\System.Net.Sockets\src\System\Net\Sockets\UDPClient.cs(598,0): at System.Net.Sockets.UdpClient.BeginSend(Byte[] datagram, Int32 bytes, IPEndPoint endPoint, AsyncCallback requestCallback, Object state)            d:\j\workspace\dotnet_corefx_windows_debug_prtest\src\System.Net.Sockets\tests\FunctionalTests\UdpClientTest.cs(59,0): at System.Net.Sockets.Tests.UdpClientTest.BeginSend_Success() ```  cc: @cipop, @pgavlin, @davidsh  
3642	area-System.Data	Move strings to .Resx for managed SNi in Sql Client if needed	Refer PR https://github.com/dotnet/corefx/pull/3567  Move the strings in Managed SNI to .resx if needed 
3644	area-System.Net	Remove dead code in S.N.Sockets.Socket.	Just what it says on the tin. 
3645	area-System.Net	Add argument validation tests for S.N.Sockets.	These tests cover the validation of input arguments for all public methods on the Socket class. 
3646	area-System.Net	UriBuilder.Query property setter is not idempotent	"The `UriBuilder.Query` property setter prepends the supplied value with a `?` character, even if the supplied value already starts with `?`.  https://github.com/dotnet/corefx/blob/41e203011152581a6c65bb81ac44ec037140c1bb/src/System.Private.Uri/src/System/UriBuilder.cs#L277  This means that code calling the `Query` setter has to check to ensure the value it's passing doesn't already have the question mark even when hoping to simply append to the end of the query.  Here's example code that suffers from the issues this surfaces:  ``` csharp var uri = new UriBuilder(""http://localhost/page?param1=foo"");  if (someOption) {     uri.Query += ""&someOption=true""; } ```  Expected value of uri.Query: `?param1=foo&someOption=true`  Actual value of uri.Query: `??param1=foo&someOption=true` "
3647	area-System.Net	Make UriBuilder.Query setter idempotent	Fixes #3646 in a way that is hopefully determined to be backwards compatible. 
3648	area-System.Net	Add Tcp{Client,Listener} and UdpClient SendReceive tests.	This exercises NetworkStream as well as the aforementioned types. 
3654	area-System.Net	Editing Socket References	Some constructors that are doing complex operations (like interop or trying to connect over the network) are removed.  APM methods are removed and replaced by TPL equivalent methods. 
3655	area-System.Net	Editing Socket References	Some constructors that are doing time consuming operations for constructors (like interop or trying to connect over the network) are removed.  APM methods are removed and replaced by TPL equivalent methods. 
3656	area-Infrastructure	Instructions for using custom CoreFX with CLI	I have made some changes to the CoreFX for SqlClient and I want to test those changes with an application which is executed using DNX.  How do I achieve this?  I have found some Windows instructions for creating custom DNX by a custom CoreCLR build at https://github.com/dotnet/coreclr/blob/master/Documentation/building/custom-dnx-instructions.md  I couldn't find anything about CoreFX. I tried to replace the dlls in the DNX runtime folder with the CoreFX build, but the application fails to run silently without any console output. 
3660	area-System.Net	Update test namespaces in System.Net.Requests	Update test namespaces in System.Net.Requests per #2898.  Clean up `using`s. 
3661	area-System.IO	Word spelling problem with “occurred”	https://github.com/dotnet/corefx/search?utf8=%E2%9C%93&q=occured 
3664	area-System.Net	Disable socket perf tests	These are currently in outer loop, but they're sporadically failing due to lack of appropriate infrastructure to accurately run and measure them.  cc: @pgavlin, @CIPop, @davidsh 
3667	area-System.Security	System.Security.Claims.Claim..ctor parameter checks are too restrictive in CoreCLR	There is a behaviour difference in `System.Security.Claims.Claim...ctor` that got introduced in CoreCLR but this check does not exist in Desktop. As such, there are scenarios such as creating an anonymous identity (i.e., GenericIdentity with no subject name) that now breaks in CoreCLR.   Sample Repro:   ``` public static void Main() {     System.Security.Principal.GenericIdentity identity = new System.Security.Principal.GenericIdentity(string.Empty);  } ```  The difference is a change in the way the System.Security.Claims.Claim constructor works - the empty string (valid value in desktop) is now treated the same as null (an invalid value), and therefore the call fails with the exception below  ``` System.ArgumentNullException : Value cannot be null. Parameter name: value Stack Trace:     at System.Security.Claims.Claim..ctor(String type, String value, String valueType, String issuer, String originalIssuer, ClaimsIdentity subject, String propertyKey, String propertyValue)     at System.Security.Principal.GenericIdentity.AddNameClaim() ```  This was discovered while testing basic WCF net.tcp scenarios and is considered a major blocker for WCF. dotnet/wcf#387 tracks fixing this issue in the WCF repo  cc: @joshfree 
3669	area-System.IO	GZipStream & DeflateStream calling Flush after write or read is not equivalent to calling Dispose.	`.Dispose()` will purge buffers and finish writing data while `.Flush()` will not force that to happen.  While in other Streams the `.Flush()` call will ensure that all the data is written, it is not the case for `GZipStream` and `DefrateStream`.   For example if we modify `RoundtripCompressDecompress` in the `System.IO.Compression.Tests` project in the following way, all tests using it will fail.   ``` csharp private async Task RoundtripCompressDecompress(bool useAsync, bool useGzip, int chunkSize, int totalSize, CompressionLevel level) {     byte[] data = new byte[totalSize];     new Random(42).NextBytes(data);      var compressed = new MemoryStream();     var compressor = useGzip ? (Stream)new GZipStream(compressed, level, true) : new DeflateStream(compressed, level, true);     {         for (int i = 0; i < data.Length; i += chunkSize) // not using CopyTo{Async} due to optimizations in MemoryStream's implementation that avoid what we're trying to test         {             switch (useAsync)             {                 case true: await compressor.WriteAsync(data, i, chunkSize); break;                 case false: compressor.Write(data, i, chunkSize); break;             }         }     }     compressor.Flush();     compressed.Position = 0;      var decompressed = new MemoryStream();     var decompressor = useGzip ? (Stream)new GZipStream(compressed, CompressionMode.Decompress, true) : new DeflateStream(compressed, CompressionMode.Decompress, true);     {         if (useAsync)             decompressor.CopyTo(decompressed, chunkSize);         else             await decompressor.CopyToAsync(decompressed, chunkSize, CancellationToken.None);     }     decompressor.Flush();      Assert.Equal<byte>(data, decompressed.ToArray());      compressor.Dispose();     decompressor.Dispose(); } ```  That means that `GZipStream` & `DefrateStream` will not finish writing until they are effectively disposed (which could take some time if `.Dispose()` is not called immediately) and may also fail if chained.  This is particularly relevant for https://github.com/dotnet/corefx/issues/1991 (cc @stephentoub) 
3671	area-System.Net	Fix async abort behavior for *nix accept().	Aborted accept attempts are currently returning an accepted file descriptor of 0 instead of the proper -1. This change corrects this behavior. 
